STATION,NAME,DATE,,DASF,MDPR,MDSF,PRCP,SNOW,SNWD,TMAX,TMIN,TOBS,WESD,WT01,WT03,WT04,WT05,WT06,WT09,WT10,WT11,WT14
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",01/25/2014,,,,,0.04,0.4,18,27,-9,-9,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",01/26/2014,,,,,0.09,5,22,4,-9,3,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",01/27/2014,,,,,0,,19,3,-26,-25,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",01/28/2014,,,,,0,,19,-14,-33,-25,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",01/29/2014,,,,,0,,19,-5,-25,-7,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",01/30/2014,,,,,0,,19,24,-7,-2,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",01/31/2014,,,,,0,,18,-1,-24,-23,2.9,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",02/01/2014,,,,,0.02,0.6,18,8,-25,7,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",02/02/2014,,,,,0,0,18,8,-23,-7,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",02/03/2014,,,,,0,,17,14,-17,-9,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",02/04/2014,,,,,0,,17,12,-17,-17,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",02/05/2014,,,,,0,,17,0,-18,-9,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",02/06/2014,,,,,0,,17,-2,-19,-19,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",02/07/2014,,,,,0,,17,5,-20,-7,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",02/08/2014,,,,,0,,17,8,-27,-27,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",02/09/2014,,,,,0,,17,10,-27,-20,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",02/10/2014,,,,,0,,17,0,-24,-24,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",02/11/2014,,,,,0,,17,3,-25,-12,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",02/12/2014,,,,,0.04,0.4,17,15,-12,-12,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",02/13/2014,,,,,0.14,2,19,16,-13,15,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",02/14/2014,,,,,0.02,0.3,19,16,-17,-17,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",02/15/2014,,,,,0,,18,11,-18,5,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",02/16/2014,,,,,0,,18,20,-18,-11,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",02/17/2014,,,,,0.12,1,19,18,-11,17,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",02/18/2014,,,,,0.12,2,20,30,17,19,3.5,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",02/19/2014,,,,,0,,18,39,6,7,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",02/20/2014,,,,,0.01,0.1,17,41,7,29,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",02/21/2014,,,,,0,,17,34,-1,-1,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",02/22/2014,,,,,0,0,17,7,-3,-1,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",02/23/2014,,,,,0,,17,8,-2,6,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",02/24/2014,,,,,0,,17,11,-12,-12,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",02/25/2014,,,,,0,,17,7,-18,-18,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",02/26/2014,,,,,0,,17,0,-19,-10,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",02/27/2014,,,,,0,,17,10,-28,-28,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",02/28/2014,,,,,0,,17,0,-28,-6,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",03/01/2014,,,,,0,,17,10,-23,-23,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",03/02/2014,,,,,0,,17,-9,-26,-22,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",03/03/2014,,,,,0,,17,-1,-27,-13,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",03/04/2014,,,,,0.12,2,19,7,-26,-13,3.6,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",03/05/2014,,,,,0.12,2,19,16,-13,-13,3.6,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",03/06/2014,,,,,0,,19,23,-13,17,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",03/07/2014,,,,,0.01,,18,30,17,18,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",03/08/2014,,,,,0,,18,26,-10,-9,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",03/09/2014,,,,,0,,18,27,-9,25,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",03/10/2014,,,,,0,,15,49,25,36,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",03/11/2014,,,,,0,,13,49,29,29,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",03/12/2014,,,,,0,,13,32,2,2,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",03/13/2014,,,,,0,,13,25,1,23,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",03/14/2014,,,,,0,,10,53,22,32,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",03/15/2014,,,,,0,,10,32,4,4,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",03/16/2014,,,,,0,,10,21,-8,-8,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",03/17/2014,,,,,0,,10,23,-8,21,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",03/18/2014,,,,,0,,9,40,20,22,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",03/19/2014,,,,,0,,9,35,21,27,2.5,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",03/20/2014,,,,,0,,9,33,21,24,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",03/21/2014,,,,,0.5,2,10,42,24,32,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",03/22/2014,,,,,0.18,0.5,10,32,-3,-3,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",03/23/2014,,,,,0,,10,13,-13,-13,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",03/24/2014,,,,,0,,10,19,-13,9,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",03/25/2014,,,,,0,,10,25,0,0,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",03/26/2014,,,,,0,,10,20,-2,9,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",03/27/2014,,,,,0,,10,36,9,24,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",03/28/2014,,,,,0,,10,30,6,6,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",03/29/2014,,,,,0,,10,30,6,21,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",03/30/2014,,,,,0,,9,39,21,33,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",03/31/2014,,,,,0,,6,54,33,34,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",04/01/2014,,,,,0.82,4,10,39,12,12,,1,1,1,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",04/02/2014,,,,,0,,8,23,0,0,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",04/03/2014,,,,,0,,7,39,-1,29,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",04/04/2014,,,,,0.01,,6,37,27,27,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",04/05/2014,,,,,0,,5,39,18,18,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",04/06/2014,,,,,0,,1,51,18,26,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",04/07/2014,,,,,0.03,,0,55,25,30,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",04/08/2014,,,,,0,,,50,30,31,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",04/09/2014,,,,,0,,,47,30,38,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",04/10/2014,,,,,0.1,,,65,37,39,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",04/12/2014,,,,,0.2,0.2,0,55,31,34,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",04/13/2014,,,,,0,,,47,26,27,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",04/14/2014,,,,,0,,,33,15,15,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",04/15/2014,,,,,0,,,30,5,6,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",04/16/2014,,,,,0,,,34,6,27,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",04/17/2014,,,,,0,,,34,18,18,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",04/18/2014,,,,,0,,,44,18,23,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",04/19/2014,,,,,0.05,,,50,22,44,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",04/20/2014,,,,,0,,,65,27,29,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",04/21/2014,,,,,0,,,71,29,46,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",04/22/2014,,,,,0,,,49,24,25,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",04/23/2014,,,,,0,,,59,24,35,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",04/24/2014,,,,,0.73,1,1,50,32,36,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",04/25/2014,,,,,0.67,1,1,38,32,33,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",04/26/2014,,,,,0,,,46,25,28,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",04/27/2014,,,,,0.19,,,51,27,32,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",04/28/2014,,,,,0.27,,,40,32,36,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",04/29/2014,,,,,0.73,,,37,33,34,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",04/30/2014,,,,,0.1,,,52,33,34,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",05/01/2014,,,,,0.09,,,41,34,35,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",05/02/2014,,,,,0.02,,,48,31,38,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",05/03/2014,,,,,0.02,,,57,36,43,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",05/04/2014,,,,,0.04,,,49,24,40,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",05/05/2014,,,,,0.07,,,54,35,36,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",05/06/2014,,,,,0,,,56,36,40,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",05/07/2014,,,,,0.1,,,58,39,42,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",05/08/2014,,,,,0.02,,,66,42,43,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",05/09/2014,,,,,0.48,,,50,40,40,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",05/10/2014,,,,,0.09,,,55,29,29,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",05/11/2014,,,,,0,,,70,29,51,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",05/12/2014,,,,,0.34,,,71,47,47,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",05/13/2014,,,,,0.49,,,49,38,38,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",05/14/2014,,,,,0.05,,,48,32,34,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",05/15/2014,,,,,0.01,,,43,34,34,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",05/16/2014,,,,,0.01,,,47,26,30,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",05/17/2014,,,,,0,,,56,30,49,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",05/18/2014,,,,,0,,,67,39,61,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",05/19/2014,,,,,0.04,,,73,48,56,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",05/20/2014,,,,,0.23,,,56,48,49,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",05/21/2014,,,,,0.01,,,73,46,46,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",05/22/2014,,,,,0,,,63,34,36,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",05/23/2014,,,,,0,,,71,36,38,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",05/24/2014,,,,,0,,,81,38,60,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",05/25/2014,,,,,0,,,85,47,57,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",05/26/2014,,,,,0,,,82,57,60,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",05/27/2014,,,,,0,,,80,51,54,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",05/28/2014,,,,,0,,,86,54,59,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",05/29/2014,,,,,0,,,87,56,59,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",05/31/2014,,,,,1.63,,,89,63,65,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",06/01/2014,,,,,1.65,,,71,62,64,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",06/02/2014,,,,,0.08,,,74,62,63,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",06/03/2014,,,,,0.27,,,67,51,53,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",06/04/2014,,,,,0,,,75,47,50,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",06/05/2014,,,,,0,,,79,50,59,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",06/06/2014,,,,,0.26,,,67,53,57,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",06/07/2014,,,,,0.04,,,69,50,52,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",06/08/2014,,,,,0,,,70,41,49,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",06/09/2014,,,,,0,,,72,46,52,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",06/10/2014,,,,,0,,,76,46,49,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",06/11/2014,,,,,0,,,77,49,60,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",06/12/2014,,,,,1.88,,,65,47,47,,,1,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",06/14/2014,,,,,0.35,,,74,43,55,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",06/15/2014,,,,,1.13,,,59,55,57,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",06/16/2014,,,,,1.13,,,64,51,53,,,1,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",06/17/2014,,,,,0.03,,,72,49,51,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",06/18/2014,,,,,0,,,79,51,59,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",06/19/2014,,,,,0.22,,,79,56,59,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",06/20/2014,,,,,0.25,,,70,50,51,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",06/21/2014,,,,,0.07,,,79,50,51,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",06/22/2014,,,,,0.04,,,85,51,62,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",06/23/2014,,,,,0,,,81,53,55,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",06/24/2014,,,,,0,,,78,55,59,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",06/25/2014,,,,,0.01,,,75,53,53,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",06/26/2014,,,,,0,,,63,52,55,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",06/27/2014,,,,,0,,,75,55,66,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",06/28/2014,,,,,0.64,,,82,66,72,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",06/29/2014,,,,,0.68,,,82,61,63,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",06/30/2014,,,,,0.07,,,77,63,64,,,1,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",07/01/2014,,,,,0.13,,,74,56,57,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",07/02/2014,,,,,0.16,,,60,46,47,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",07/03/2014,,,,,0,,,70,45,47,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",07/04/2014,,,,,0,,,74,47,63,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",07/05/2014,,,,,0.16,,,76,63,64,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",07/06/2014,,,,,0.93,,,85,64,65,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",07/07/2014,,,,,0,,,81,59,64,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",07/08/2014,,,,,0,,,79,56,58,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",07/09/2014,,,,,0,,,71,51,52,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",07/10/2014,,,,,0,,,74,48,49,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",07/11/2014,,,,,0.11,,,79,49,66,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",07/12/2014,,,,,0,,,85,53,65,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",07/13/2014,,,,,0.02,,,76,50,62,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",07/14/2014,,,,,0.07,,,70,46,48,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",07/15/2014,,,,,0.04,,,61,47,50,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",07/16/2014,,,,,0,,,68,44,46,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",07/17/2014,,,,,0,,,75,44,54,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",07/18/2014,,,,,0,,,80,54,59,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",07/19/2014,,,,,0.01,,,80,59,66,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",07/20/2014,,,,,0,,,78,55,70,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",07/21/2014,,,,,0.39,,,86,55,68,,1,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",07/22/2014,,,,,0.42,,,90,62,62,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",07/26/2014,,,,,0,,,78,53,62,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",07/27/2014,,,,,0.05,,,83,58,59,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",08/01/2014,,,,,0.02,,,81,53,58,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",08/02/2014,,,,,0,,,80,51,54,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",08/03/2014,,,,,0,,,83,54,59,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",08/04/2014,,,,,0,,,79,45,46,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",08/05/2014,,,,,0,,,77,46,51,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",08/06/2014,,,,,0,,,80,51,54,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",08/07/2014,,,,,0,,,83,54,56,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",08/08/2014,,,,,0,,,82,53,53,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",08/09/2014,,,,,0,,,84,53,59,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",08/10/2014,,,,,0,,,80,59,64,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",08/11/2014,,,,,0.58,,,76,55,56,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",08/12/2014,,,,,0,,,74,47,47,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",08/13/2014,,,,,0,,,79,47,52,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",08/14/2014,,,,,0,,,79,49,50,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",08/15/2014,,,,,0,,,80,50,60,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",08/16/2014,,,,,0,,,86,59,62,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",08/17/2014,,,,,0.42,,,81,61,61,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",08/18/2014,,,,,0.14,,,65,58,60,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",08/19/2014,,,,,1.06,,,74,60,62,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",08/20/2014,,,,,0,,,77,54,54,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",08/21/2014,,,,,0.02,,,80,54,64,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",08/22/2014,,,,,0.02,,,75,64,66,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",08/23/2014,,,,,0.31,,,80,63,67,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",08/24/2014,,,,,0.31,,,70,65,65,,,,,,,,,1,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",08/25/2014,,,,,0.01,,,83,54,55,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",08/26/2014,,,,,0,,,62,45,46,,1,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",08/27/2014,,,,,0.04,,,64,46,52,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",08/28/2014,,,,,0,,,74,52,58,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",08/29/2014,,,,,0.37,,,73,58,63,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",08/30/2014,,,,,0.05,,,71,57,57,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",08/31/2014,,,,,0.01,,,64,57,63,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",09/01/2014,,,,,0.03,,,74,55,58,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",09/02/2014,,,,,0.04,,,74,48,48,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",09/03/2014,,,,,0.07,,,74,48,52,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",09/04/2014,,,,,0.18,,,75,52,60,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",09/05/2014,,,,,0,,,77,50,50,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",09/06/2014,,,,,0,,,67,45,45,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",09/07/2014,,,,,0,,,74,45,60,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",09/08/2014,,,,,0,,,79,56,56,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",09/09/2014,,,,,0.01,,,78,55,55,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",09/10/2014,,,,,0.07,,,55,43,43,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",09/11/2014,,,,,0,,,55,38,41,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",09/12/2014,,,,,0.02,,,52,30,31,,,,,,,,,,
